#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Triplophysa tibetana,Eukaryota;Animals;Fishes,TTIB1903HZAU,SAMN11094431,PRJNA526292,GCA_008369825.1, Chromosome,652.93,38.8411,chromosome 1:CM017893.1; chromosome 2:CM017894.1; chromosome 3:CM017895.1; chromosome 4:CM017896.1; chromosome 5:CM017897.1; chromosome 6:CM017898.1; chromosome 7:CM017899.1; chromosome 8:CM017900.1; chromosome 9:CM017901.1; chromosome 10:CM017902.1; chromosome 11:CM017903.1; chromosome 12:CM017904.1; chromosome 13:CM017905.1; chromosome 14:CM017906.1; chromosome 15:CM017907.1; chromosome 16:CM017908.1; chromosome 17:CM017909.1; chromosome 18:CM017910.1; chromosome 19:CM017911.1; chromosome 20:CM017912.1; chromosome 21:CM017913.1; chromosome 22:CM017914.1; chromosome 23:CM017915.1; chromosome 24:CM017916.1; chromosome 25:CM017917.1,SOYY01,292,24310,2019-09-10T00:00:00Z,,
Pugionium cornutum,Eukaryota;Plants;Land Plants,SCU-Liu-2020,SAMN17077276,PRJNA685118,GCA_018901935.1, Chromosome,550.39,36.0637,chromosome 1:CM032155.1; chromosome 2:CM032156.1; chromosome 3:CM032157.1; chromosome 4:CM032158.1; chromosome 5:CM032159.1; chromosome 6:CM032160.1; chromosome 7:CM032161.1; chromosome 8:CM032162.1; chromosome 9:CM032163.1; chromosome 10:CM032164.1; chromosome 11:CM032165.1,JAENJI01,1919,0,2021-06-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/901/935/GCA_018901935.1_ASM1890193v1,
Panax stipuleanatus,Eukaryota;Plants;Land Plants,WZH-0001,SAMN20855167,PRJNA752920,GCA_020205555.1, Chromosome,1965.48,35.2198,chromosome 1:CM035115.1; chromosome 2:CM035116.1; chromosome 3:CM035117.1; chromosome 4:CM035118.1; chromosome 5:CM035119.1; chromosome 6:CM035120.1; chromosome 7:CM035121.1; chromosome 8:CM035122.1; chromosome 9:CM035123.1; chromosome 10:CM035124.1; chromosome 11:CM035125.1; chromosome 12:CM035126.1,JAINUT01,3092,0,2021-10-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/205/555/GCA_020205555.1_ASM2020555v1,
Malaclemys terrapin pileata,Eukaryota;Animals;Reptiles,rMalTer1,SAMN31394215,PRJNA938469,GCA_027887155.1, Chromosome,2211.22,44.4547,chromosome 1:CM051158.1; chromosome 2:CM051159.1; chromosome 3:CM051160.1; chromosome 4:CM051161.1; chromosome 5:CM051162.1; chromosome 6:CM051163.1; chromosome 7:CM051164.1; chromosome 8:CM051165.1; chromosome 9:CM051166.1; chromosome 10:CM051167.1; chromosome 11:CM051168.1; chromosome 12:CM051169.1; chromosome 13:CM051170.1; chromosome 14:CM051171.1; chromosome 15:CM051172.1; chromosome 16:CM051173.1; chromosome 17:CM051174.1; chromosome 18:CM051175.1; chromosome 19:CM051176.1; chromosome 20:CM051177.1; chromosome 21:CM051178.1; chromosome 22:CM051179.1; chromosome 23:CM051180.1; chromosome 24:CM051181.1; chromosome 25:CM051182.1,JAQIHI01,76,0,2023-01-17T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/155/GCF_027887155.1_rMalTer1.hap1
Setophaga coronata coronata,Eukaryota;Animals;Birds,EE26A12,SAMN05224218,PRJNA325157,GCA_001746935.2, Chromosome,1022.65,41.392,chromosome 1:CM027507.1; chromosome 1A:CM027536.1; chromosome 2:CM027508.1; chromosome 3:CM027509.1; chromosome 4:CM027510.1; chromosome 4A:CM027537.1; chromosome 5:CM027511.1; chromosome 6:CM027512.1; chromosome 7:CM027513.1; chromosome 8:CM027514.1; chromosome 9:CM027515.1; chromosome 10:CM027516.1; chromosome 11:CM027517.1; chromosome 12:CM027518.1; chromosome 13:CM027519.1; chromosome 14:CM027520.1; chromosome 15:CM027521.1; chromosome 17:CM027522.1; chromosome 18:CM027523.1; chromosome 19:CM027524.1; chromosome 20:CM027525.1; chromosome 21:CM027526.1; chromosome 22:CM027527.1; chromosome 23:CM027528.1; chromosome 24:CM027529.1; chromosome 25:CM027530.1; chromosome 26:CM027531.1; chromosome 27:CM027532.1; chromosome 28:CM027533.1; chromosome 29:CM027534.1; chromosome Z:CM027535.1; mitochondrion MT:CM027538.1,MDLI02,2109,0,2016-09-27T00:00:00Z,,
Leptobrachium leishanense,Eukaryota;Animals;Amphibians,GZLS1,SAMN10412277,PRJNA505224,GCA_009667805.1, Chromosome,3549.06,43.753,chromosome 1:CM019063.1; chromosome 2:CM019064.1; chromosome 3:CM019065.1; chromosome 4:CM019066.1; chromosome 5:CM019067.1; chromosome 6:CM019068.1; chromosome 7:CM019069.1; chromosome 8:CM019070.1; chromosome 9:CM019071.1; chromosome 10:CM019072.1; chromosome 11:CM019073.1; chromosome 12:CM019074.1; chromosome 13:CM019075.1,RXON01,5302,0,2019-11-18T00:00:00Z,,
Brasenia schreberi,Eukaryota;Plants;Land Plants,510-7,SAMN34146660,PRJNA954463,GCA_030142015.1, Chromosome,1170.56,38.5629,chromosome 1:CM057890.1; chromosome 2:CM057891.1; chromosome 3:CM057892.1; chromosome 4:CM057893.1; chromosome 5:CM057894.1; chromosome 6:CM057895.1; chromosome 7:CM057896.1; chromosome 8:CM057897.1; chromosome 9:CM057898.1; chromosome 10:CM057899.1; chromosome 11:CM057900.1; chromosome 12:CM057901.1; chromosome 13:CM057902.1; chromosome 14:CM057903.1; chromosome 15:CM057904.1; chromosome 16:CM057905.1; chromosome 17:CM057906.1; chromosome 18:CM057907.1; chromosome 19:CM057908.1; chromosome 20:CM057909.1; chromosome 21:CM057910.1; chromosome 22:CM057911.1; chromosome 23:CM057912.1; chromosome 24:CM057913.1; chromosome 25:CM057914.1; chromosome 26:CM057915.1; chromosome 27:CM057916.1; chromosome 28:CM057917.1; chromosome 29:CM057918.1; chromosome 30:CM057919.1; chromosome 31:CM057920.1; chromosome 32:CM057921.1; chromosome 33:CM057922.1; chromosome 34:CM057923.1; chromosome 35:CM057924.1; chromosome 36:CM057925.1,JARYZE01,2173,0,2023-05-31T00:00:00Z,,
Cycas panzhihuaensis,Eukaryota;Plants;Land Plants,PZH001,SAMN19491767,PRJNA734434,GCA_023213395.1, Chromosome,10482.7,35.8893,chromosome 1:CM041465.1; chromosome 2:CM041466.1; chromosome 3:CM041467.1; chromosome 4:CM041468.1; chromosome 5:CM041469.1; chromosome 6:CM041470.1; chromosome 7:CM041471.1; chromosome 8:CM041472.1; chromosome 9:CM041473.1; chromosome 10:CM041474.1; chromosome 11:CM041475.1,JAKZMV01,923,0,2022-05-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/213/395/GCA_023213395.1_ASM2321339v1,
Scardinius erythrophthalmus,Eukaryota;Animals;Fishes,DD20220513a,SAMN28618522,PRJNA841808,GCA_024453875.1, Chromosome,1135.84,38.9287,chromosome 1:CM044568.1; chromosome 2:CM044569.1; chromosome 3:CM044570.1; chromosome 4:CM044571.1; chromosome 5:CM044572.1; chromosome 6:CM044573.1; chromosome 7:CM044574.1; chromosome 8:CM044575.1; chromosome 9:CM044576.1; chromosome 10:CM044577.1; chromosome 11:CM044578.1; chromosome 12:CM044579.1; chromosome 13:CM044580.1; chromosome 14:CM044581.1; chromosome 15:CM044582.1; chromosome 16:CM044583.1; chromosome 17:CM044584.1; chromosome 18:CM044585.1; chromosome 19:CM044586.1; chromosome 20:CM044587.1; chromosome 21:CM044588.1; chromosome 22:CM044589.1; chromosome 23:CM044590.1; chromosome 24:CM044591.1; chromosome 25:CM044592.1,JAMKMT01,110,0,2022-07-21T00:00:00Z,,
Squalius cephalus,Eukaryota;Animals;Fishes,,SAMN25050720,PRJNA798236,GCA_022829025.1, Chromosome,1039.91,38.6521,chromosome 1:CM040792.1; chromosome 2:CM040793.1; chromosome 3:CM040794.1; chromosome 4:CM040795.1; chromosome 5:CM040796.1; chromosome 6:CM040797.1; chromosome 7:CM040798.1; chromosome 8:CM040799.1; chromosome 9:CM040800.1; chromosome 10:CM040801.1; chromosome 11:CM040802.1; chromosome 12:CM040803.1; chromosome 13:CM040804.1; chromosome 14:CM040805.1; chromosome 15:CM040806.1; chromosome 16:CM040807.1; chromosome 17:CM040808.1; chromosome 18:CM040809.1; chromosome 19:CM040810.1; chromosome 20:CM040811.1; chromosome 21:CM040812.1; chromosome 22:CM040813.1; chromosome 23:CM040814.1; chromosome 24:CM040815.1; chromosome 25:CM040816.1,JAKJND01,67,0,2022-04-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/025/GCA_022829025.1_ASM2282902v1,
Ischnura elegans,Eukaryota;Animals;Insects,,SAMEA7521125,PRJEB49079,GCA_921293095.1, Chromosome,1722.74,38.4932,chromosome 1:NC_060246.1/OV121100.1; chromosome 2:NC_060247.1/OV121101.1; chromosome 3:NC_060248.1/OV121102.1; chromosome 4:NC_060249.1/OV121103.1; chromosome 5:NC_060250.1/OV121104.1; chromosome 6:NC_060251.1/OV121105.1; chromosome 7:NC_060252.1/OV121107.1; chromosome 8:NC_060253.1/OV121108.1; chromosome 9:NC_060254.1/OV121109.1; chromosome 10:NC_060255.1/OV121110.1; chromosome 11:NC_060256.1/OV121111.1; chromosome 12:NC_060257.1/OV121112.1; chromosome 13:NC_060258.1/OV121113.1; chromosome X:NC_060259.1/OV121106.1; mitochondrion MT:OV121114.1,CAKLCU01,110,27076,2021-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/921/293/095/GCA_921293095.1_ioIscEleg1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/921/293/095/GCF_921293095.1_ioIscEleg1.1
Plasmodium brasilianum,Eukaryota;Protists;Apicomplexans,Bolivian I,SAMN26224112,PRJNA810024,GCA_023973825.1, Chromosome,31.4093,24.9691,chromosome 1:CM043769.1; chromosome 2:CM043770.1; chromosome 3:CM043771.1; chromosome 4:CM043772.1; chromosome 5:CM043773.1; chromosome 6:CM043774.1; chromosome 7:CM043775.1; chromosome 8:CM043776.1; chromosome 9:CM043777.1; chromosome 10:CM043778.1; chromosome 11:CM043779.1; chromosome 12:CM043780.1; chromosome 13:CM043781.1; chromosome 14:CM043782.1; mitochondrion MT:CM043783.1; apicoplast Pltd:CM043784.1,JAMQJU01,45,11183,2022-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/973/825/GCA_023973825.1_ASM2397382v1,
Kryptolebias hermaphroditus,Eukaryota;Animals;Fishes,Pan-RS,SAMN11869169,PRJNA545021,GCA_007896545.1, Chromosome,683.987,40.3835,linkage group 1:CM017531.1; linkage group 2:CM017532.1; linkage group 3:CM017533.1; linkage group 4:CM017534.1; linkage group 5:CM017535.1; linkage group 6:CM017536.1; linkage group 7:CM017537.1; linkage group 8:CM017538.1; linkage group 9:CM017539.1; linkage group 10:CM017540.1; linkage group 11:CM017541.1; linkage group 12:CM017542.1; linkage group 13:CM017543.1; linkage group 14:CM017544.1; linkage group 15:CM017545.1; linkage group 16:CM017546.1; linkage group 17:CM017547.1; linkage group 18:CM017548.1; linkage group 19:CM017549.1; linkage group 20:CM017550.1; linkage group 21:CM017551.1; linkage group 22:CM017552.1; linkage group 23:CM017553.1; linkage group 24:CM017554.1,VDMH01,5211,0,2019-08-07T00:00:00Z,,
Leptobrachium ailaonicum,Eukaryota;Animals;Amphibians,2019-ailao-v1_NWPU,SAMN10985488,PRJNA523649,GCA_018994145.1, Chromosome,3535.8,43.6691,chromosome 1:CM032234.1; chromosome 2:CM032235.1; chromosome 3:CM032236.1; chromosome 4:CM032237.1; chromosome 5:CM032238.1; chromosome 6:CM032239.1; chromosome 7:CM032240.1; chromosome 8:CM032241.1; chromosome 9:CM032242.1; chromosome 10:CM032243.1; chromosome 11:CM032244.1; chromosome 12:CM032245.1; chromosome 13:CM032246.1,JAEUXP01,5370,0,2021-06-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/994/145/GCA_018994145.1_ASM1899414v1,
Schlechtendalia chinensis,Eukaryota;Animals;Insects,SC2021,SAMN17839241,PRJNA700780,GCA_019022885.1, Chromosome,280.428,33.8954,chromosome 1:CM032339.1; chromosome 2:CM032340.1; chromosome 3:CM032341.1; chromosome 4:CM032342.1; chromosome 5:CM032343.1; chromosome 6:CM032344.1; chromosome 7:CM032345.1; chromosome 8:CM032346.1; chromosome 9:CM032347.1; chromosome 10:CM032348.1; chromosome 11:CM032349.1; chromosome 12:CM032350.1; chromosome 13:CM032351.1,JAFHKX01,208,0,2021-06-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/885/GCA_019022885.1_Schi1.0,
Rana kukunoris,Eukaryota;Animals;Amphibians,CW2021,SAMN23768474,PRJNA787055,GCA_029574335.1, Chromosome,4830.73,3.36074,linkage group LG01:CM056049.1; linkage group LG02:CM056050.1; linkage group LG03:CM056051.1; linkage group LG04:CM056052.1; linkage group LG05:CM056053.1; linkage group LG06:CM056054.1; linkage group LG07:CM056055.1; linkage group LG08:CM056056.1; linkage group LG09:CM056057.1; linkage group LG10:CM056058.1; linkage group LG11:CM056059.1; linkage group LG12:CM056060.1,JAJQKJ01,2983,0,2023-04-03T00:00:00Z,,
Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera,Eukaryota;Fungi;Ascomycetes,KJJ81,SAMN04076424,PRJNA295614,GCA_001936135.1, Chromosome,38.5165,38.5363,chromosome A1:CP012809.1; chromosome B1:CP012816.1; chromosome A2:CP012810.1; chromosome B2:CP012817.1; chromosome A3:CP012811.1; chromosome B3:CP012818.1; chromosome A4:CP012812.1; chromosome B4:CP012819.1; chromosome A5:CP012813.1; chromosome B5:CP012820.1; chromosome A6:CP012814.1; chromosome B6:CP012821.1; chromosome A7:CP012815.1; chromosome B7:CP012822.1,,14,0,2017-01-05T00:00:00Z,,
Aethina tumida,Eukaryota;Animals;Insects,Nest 87,SAMN27531685,PRJNA866502,GCA_024364675.1, Chromosome,259.984,27.9488,chromosome 1:NC_065435.1/CM044479.1; chromosome 2:NC_065436.1/CM044480.1; chromosome 3:NC_065437.1/CM044481.1; chromosome 4:NC_065438.1/CM044482.1; chromosome 5:NC_065439.1/CM044483.1; chromosome 6:NC_065440.1/CM044484.1; chromosome 7:NC_065441.1/CM044485.1; chromosome 8:NC_065442.1/CM044486.1; mitochondrion MT:NC_036104.1/,JALKMD01,9,21401,2022-07-21T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/364/675/GCF_024364675.1_icAetTumi1.1
Murraya koenigii,Eukaryota;Plants;Land Plants,,SAMN09644840,PRJNA480766,GCA_025617385.1, Chromosome,332.492,34.927,chromosome 1:CM046811.1; chromosome 2:CM046812.1; chromosome 3:CM046813.1; chromosome 4:CM046814.1; chromosome 5:CM046815.1; chromosome 6:CM046816.1; chromosome 7:CM046817.1; chromosome 8:CM046818.1; chromosome 9:CM046819.1; mitochondrion MT:CM046829.1; chloroplast Pltd:CM046830.1,RWJL01,11,0,2022-10-07T00:00:00Z,,
Psidium guajava,Eukaryota;Plants;Land Plants,Zhanjiang,SAMN16955458,PRJNA631442,GCA_016432845.1, Chromosome,443.756,39.4685,chromosome 1:CM028224.1; chromosome 2:CM028225.1; chromosome 3:CM028226.1; chromosome 4:CM028227.1; chromosome 5:CM028228.1; chromosome 6:CM028229.1; chromosome 7:CM028230.1; chromosome 8:CM028231.1; chromosome 9:CM028232.1; chromosome 10:CM028233.1; chromosome 11:CM028234.1,JAEAMS01,44,0,2020-12-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/432/845/GCA_016432845.1_guava_v11.23,
Gossypium armourianum,Eukaryota;Plants;Land Plants,6,SAMN10346752,PRJNA488266,GCA_013677265.1, Chromosome,780.951,36.6997,chromosome 1:CM025232.1; chromosome 2:CM025233.1; chromosome 3:CM025234.1; chromosome 4:CM025235.1; chromosome 5:CM025236.1; chromosome 6:CM025237.1; chromosome 7:CM025238.1; chromosome 8:CM025239.1; chromosome 9:CM025240.1; chromosome 10:CM025241.1; chromosome 11:CM025242.1; chromosome 12:CM025243.1; chromosome 13:CM025244.1,JABFAE01,446787,23673,2020-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/265/GCA_013677265.1_ASM1367726v1,
Gossypium trilobum,Eukaryota;Plants;Land Plants,8,SAMN10346765,PRJNA488266,GCA_013467465.1, Chromosome,655.377,34.5301,chromosome 1:CM025154.1; chromosome 2:CM025155.1; chromosome 3:CM025156.1; chromosome 4:CM025157.1; chromosome 5:CM025158.1; chromosome 6:CM025159.1; chromosome 7:CM025160.1; chromosome 8:CM025161.1; chromosome 9:CM025162.1; chromosome 10:CM025163.1; chromosome 11:CM025164.1; chromosome 12:CM025165.1; chromosome 13:CM025166.1,JABEZW01,290398,27591,2020-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/467/465/GCA_013467465.1_ASM1346746v1,
Eriosoma lanigerum,Eukaryota;Animals;Insects,AA05,SAMN14543364,PRJNA623270,GCA_013282895.1, Chromosome,334.868,26.3744,chromosome 1:CM023357.1; chromosome 2:CM023358.1; chromosome 3:CM023359.1; chromosome 4:CM023360.1; chromosome 5:CM023361.1; chromosome 6:CM023362.1,JABCUB01,7146,0,2020-06-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/895/GCA_013282895.1_WAA_JIC_1.0,
Eublepharis macularius,Eukaryota;Animals;Reptiles,TG4126,SAMN31016422,PRJNA949696,GCA_028583425.1, Chromosome,2237.4,36.8,mitochondrion:NC_033383.1/,JAOPLA01,76,13,2017-01-18T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/583/425/GCF_028583425.1_MPM_Emac_v1.0
Gossypium australe,Eukaryota;Plants;Land Plants,PA1801,SAMN10735069,PRJNA513946,GCA_005393395.2, Chromosome,1743.39,36.476,chromosome 1:CM016614.1; chromosome 2:CM016615.1; chromosome 3:CM016616.1; chromosome 4:CM016617.1; chromosome 5:CM016618.1; chromosome 6:CM016619.1; chromosome 7:CM016620.1; chromosome 8:CM016621.1; chromosome 9:CM016622.1; chromosome 10:CM016623.1; chromosome 11:CM016624.1; chromosome 12:CM016625.1; chromosome 13:CM016626.1,SMMG02,564,38281,2019-05-15T00:00:00Z,,
Gossypium aridum,Eukaryota;Plants;Land Plants,185,SAMN10346758,PRJNA488266,GCA_013487665.1, Chromosome,739.119,34.2569,chromosome 1:CM025180.1; chromosome 2:CM025181.1; chromosome 3:CM025182.1; chromosome 4:CM025183.1; chromosome 5:CM025184.1; chromosome 6:CM025185.1; chromosome 7:CM025186.1; chromosome 8:CM025187.1; chromosome 9:CM025188.1; chromosome 10:CM025189.1; chromosome 11:CM025190.1; chromosome 12:CM025191.1; chromosome 13:CM025192.1,JABFAA01,382310,26546,2020-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/487/665/GCA_013487665.1_ASM1348766v1,
Gossypium davidsonii,Eukaryota;Plants;Land Plants,27,SAMN10346754,PRJNA488266,GCA_013677245.1, Chromosome,704.224,33.7498,chromosome 1:CM025206.1; chromosome 2:CM025207.1; chromosome 3:CM025208.1; chromosome 4:CM025209.1; chromosome 5:CM025210.1; chromosome 6:CM025211.1; chromosome 7:CM025212.1; chromosome 8:CM025213.1; chromosome 9:CM025214.1; chromosome 10:CM025215.1; chromosome 11:CM025216.1; chromosome 12:CM025217.1; chromosome 13:CM025218.1,JABFAC01,314795,29468,2020-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/245/GCA_013677245.1_ASM1367724v1,
Gossypium klotzschianum,Eukaryota;Plants;Land Plants,57,SAMN10346756,PRJNA488266,GCA_013677235.1, Chromosome,670.958,34.5664,chromosome 1:CM025193.1; chromosome 2:CM025194.1; chromosome 3:CM025195.1; chromosome 4:CM025196.1; chromosome 5:CM025197.1; chromosome 6:CM025198.1; chromosome 7:CM025199.1; chromosome 8:CM025200.1; chromosome 9:CM025201.1; chromosome 10:CM025202.1; chromosome 11:CM025203.1; chromosome 12:CM025204.1; chromosome 13:CM025205.1,JABFAB01,316819,30394,2020-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/677/235/GCA_013677235.1_ASM1367723v1,
Ficus carica,Eukaryota;Plants;Land Plants,GU2019,SAMN12770241,PRJNA565858,GCA_009761775.1, Chromosome,333.44,34.4096,chromosome 1:CM019739.1; chromosome 2:CM019740.1; chromosome 3:CM019741.1; chromosome 4:CM019742.1; chromosome 5:CM019743.1; chromosome 6:CM019744.1; chromosome 7:CM019745.1; chromosome 8:CM019746.1; chromosome 9:CM019747.1; chromosome 10:CM019748.1; chromosome 11:CM019749.1; chromosome 12:CM019750.1; chromosome 13:CM019751.1,VYVB01,511,0,2019-12-17T00:00:00Z,,
Juglans mandshurica,Eukaryota;Plants;Land Plants,NFU_2021,SAMN19238346,PRJNA730664,GCA_022457165.1, Chromosome,528.151,36.5034,chromosome 1:CM039619.1; chromosome 2:CM039620.1; chromosome 3:CM039621.1; chromosome 4:CM039622.1; chromosome 5:CM039623.1; chromosome 6:CM039624.1; chromosome 7:CM039625.1; chromosome 8:CM039626.1; chromosome 9:CM039627.1; chromosome 10:CM039628.1; chromosome 11:CM039629.1; chromosome 12:CM039630.1; chromosome 13:CM039631.1; chromosome 14:CM039632.1; chromosome 15:CM039633.1; chromosome 16:CM039634.1,JAJJIX01,16,0,2022-03-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/457/165/GCA_022457165.1_NFU_Jman_1.0,
Lagopus muta,Eukaryota;Animals;Birds,bLagMut1,SAMN25144835,PRJNA853367,GCA_023343835.1, Chromosome,1026.77,41.5705,chromosome 1:NC_064433.1/CM041476.1; chromosome 2:NC_064434.1/CM041477.1; chromosome 3:NC_064435.1/CM041478.1; chromosome 4:NC_064436.1/CM041479.1; chromosome 5:NC_064437.1/CM041480.1; chromosome 6:NC_064438.1/CM041481.1; chromosome 7:NC_064439.1/CM041482.1; chromosome 8:NC_064440.1/CM041483.1; chromosome 9:NC_064441.1/CM041484.1; chromosome 10:NC_064442.1/CM041485.1; chromosome 11:NC_064443.1/CM041486.1; chromosome 12:NC_064444.1/CM041487.1; chromosome 13:NC_064445.1/CM041488.1; chromosome 14:NC_064446.1/CM041489.1; chromosome 15:NC_064447.1/CM041490.1; chromosome 16:NC_064448.1/CM041491.1; chromosome 17:NC_064449.1/CM041492.1; chromosome 18:NC_064450.1/CM041493.1; chromosome 19:NC_064451.1/CM041494.1; chromosome 20:NC_064452.1/CM041495.1; chromosome 21:NC_064453.1/CM041496.1; chromosome 22:NC_064454.1/CM041497.1; chromosome 23:NC_064455.1/CM041498.1; chromosome 24:NC_064456.1/CM041499.1; chromosome 25:NC_064457.1/CM041500.1; chromosome 26:NC_064458.1/CM041501.1; chromosome 27:NC_064459.1/CM041502.1; chromosome 28:NC_064460.1/CM041503.1; chromosome 29:NC_064461.1/CM041504.1; chromosome 30:NC_064462.1/CM041505.1; chromosome 31:NC_064463.1/CM041506.1; chromosome 32:NC_064464.1/CM041507.1; chromosome 33:NC_064465.1/CM041508.1; chromosome 34:NC_064466.1/CM041509.1; chromosome 35:NC_064467.1/CM041510.1; chromosome 36:NC_064468.1/CM041511.1; chromosome 37:NC_064469.1/CM041512.1; chromosome 38:NC_064470.1/CM041513.1; chromosome W:NC_064471.1/CM041514.1; chromosome Z:NC_064472.1/CM041515.1; mitochondrion MT:NC_034002.1/,JAMCCT01,165,43798,2022-05-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/343/835/GCA_023343835.1_bLagMut1_primary,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/343/835/GCF_023343835.1_bLagMut1_primary
Mus pahari,Eukaryota;Animals;Mammals,,SAMEA3367645,PRJEB14896,GCA_900095145.2, Chromosome,2475.01,42.6694,chromosome 1:NC_034590.1/LT608296.1; chromosome 2:NC_034591.1/LT608286.1; chromosome 3:NC_034592.1/LT608290.1; chromosome 4:NC_034593.1/LT608287.1; chromosome 5:NC_034594.1/LT608292.1; chromosome 6:NC_034595.1/LT608307.1; chromosome 7:NC_034596.1/LT608288.1; chromosome 8:NC_034597.1/LT608301.1; chromosome 9:NC_034598.1/LT608291.1; chromosome 10:NC_034599.1/LT608289.1; chromosome 11:NC_034600.1/LT608304.1; chromosome 12:NC_034601.1/LT608305.1; chromosome 13:NC_034602.1/LT608299.1; chromosome 14:NC_034603.1/LT608308.1; chromosome 15:NC_034604.1/LT608295.1; chromosome 16:NC_034605.1/LT608294.1; chromosome 17:NC_034606.1/LT608298.1; chromosome 18:NC_034607.1/LT608302.1; chromosome 19:NC_034608.1/LT608297.1; chromosome 20:NC_034609.1/LT608293.1; chromosome 21:NC_034610.1/LT608306.1; chromosome 22:NC_034611.1/LT608303.1; chromosome 23:NC_034612.1/LT608309.1; chromosome X:NC_034613.1/LT608300.1,FMBV02,2581,42226,2017-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/145/GCA_900095145.2_PAHARI_EIJ_v1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/145/GCF_900095145.1_PAHARI_EIJ_v1.1
Lachancea sp. CBS 6924,Eukaryota;Fungi;Ascomycetes,CBS 6924,SAMEA3888428,PRJEB12929,GCA_900074735.1, Chromosome,11.3367,44.5004,chromosome A:LT598474.1; chromosome B:LT598473.1; chromosome C:LT598475.1; chromosome D:LT598471.1; chromosome E:LT598472.1; chromosome F:LT598470.1; chromosome G:LT598476.1,FJUL01,7,5059,2016-04-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/735/GCA_900074735.1_LAFA0,
